NOME_MUNICIPIO,NUM_HABITANTES,ANO
Alta Floresta D'Oeste,"22,516",2021
Ariquemes,"111,148",2021
Cabixi,"5,067",2021
Cacoal,"86,416",2021
Cerejeiras,"16,088",2021
Colorado do Oeste,"15,213",2021
Corumbiara,"7,052",2021
Costa Marques,"19,255",2021
Espigão D'Oeste,"33,009",2021
Guajará-Mirim,"46,930",2021
Jaru,"51,469",2021
Ji-Paraná,"131,026",2021
Machadinho D'Oeste,"41,724",2021
Nova Brasilândia D'Oeste,"20,504",2021
Ouro Preto do Oeste,"35,445",2021
Pimenta Bueno,"37,098",2021
Porto Velho,"548,952",2021
Presidente Médici,"18,165",2021
Rio Crespo,"3,843",2021
Rolim de Moura,"55,748",2021
Santa Luzia D'Oeste,"5,942",2021
Vilhena,"104,517",2021
São Miguel do Guaporé,"23,147",2021
Nova Mamoré,"32,184",2021
Alvorada D'Oeste,"13,807",2021
Alto Alegre dos Parecis,"13,268",2021
Alto Paraíso,"22,258",2021
Buritis,"41,043",2021
Novo Horizonte do Oeste,"8,125",2021
Cacaulândia,"6,307",2021
Campo Novo de Rondônia,"14,391",2021
Candeias do Jamari,"28,068",2021
Castanheiras,"2,923",2021
Chupinguaia,"11,755",2021
Cujubim,"27,131",2021
Governador Jorge Teixeira,"7,130",2021
Itapuã do Oeste,"10,819",2021
Ministro Andreazza,"9,461",2021
Mirante da Serra,"10,691",2021
Monte Negro,"16,158",2021
Nova União,"6,822",2021
Parecis,"6,319",2021
Pimenteiras do Oeste,"2,127",2021
Primavera de Rondônia,"2,697",2021
São Felipe D'Oeste,"4,962",2021
São Francisco do Guaporé,"21,088",2021
Seringueiras,"11,846",2021
Teixeirópolis,"4,160",2021
Theobroma,"10,348",2021
Urupá,"11,081",2021
Vale do Anari,"11,545",2021
Vale do Paraíso,"6,490",2021
Acrelândia,"15,721",2021
Assis Brasil,"7,649",2021
Brasiléia,"27,123",2021
Bujari,"10,572",2021
Capixaba,"12,280",2021
Cruzeiro do Sul,"89,760",2021
Epitaciolândia,"18,979",2021
Feijó,"34,986",2021
Jordão,"8,628",2021
Mâncio Lima,"19,643",2021
Manoel Urbano,"9,701",2021
Marechal Thaumaturgo,"19,727",2021
Plácido de Castro,"20,147",2021
Porto Walter,"12,497",2021
Rio Branco,"419,452",2021
Rodrigues Alves,"19,767",2021
Santa Rosa do Purus,"6,893",2021
Senador Guiomard,"23,446",2021
Sena Madureira,"47,168",2021
Tarauacá,"43,730",2021
Xapuri,"19,866",2021
Porto Acre,"19,141",2021
Alvarães,"16,396",2021
Amaturá,"11,934",2021
Anamã,"14,292",2021
Anori,"21,937",2021
Apuí,"22,739",2021
Atalaia do Norte,"20,868",2021
Autazes,"41,005",2021
Barcelos,"27,772",2021
Barreirinha,"32,919",2021
Benjamin Constant,"44,873",2021
Beruri,"20,503",2021
Boa Vista do Ramos,"20,040",2021
Boca do Acre,"34,958",2021
Borba,"42,328",2021
Caapiranga,"13,482",2021
Canutama,"15,981",2021
Carauari,"28,719",2021
Careiro,"38,820",2021
Careiro da Várzea,"31,459",2021
Coari,"86,713",2021
Codajás,"29,691",2021
Eirunepé,"36,121",2021
Envira,"20,748",2021
Fonte Boa,"16,409",2021
Guajará,"17,193",2021
Humaitá,"57,195",2021
Ipixuna,"31,172",2021
Iranduba,"49,718",2021
Itacoatiara,"104,046",2021
Itamarati,"7,777",2021
Itapiranga,"9,312",2021
Japurá,"1,755",2021
Juruá,"15,495",2021
Jutaí,"13,462",2021
Lábrea,"47,685",2021
Manacapuru,"99,613",2021
Manaquiri,"33,981",2021
Manaus,"2,255,903",2021
Manicoré,"57,405",2021
Maraã,"18,298",2021
Maués,"66,159",2021
Nhamundá,"21,710",2021
Nova Olinda do Norte,"38,665",2021
Novo Airão,"20,395",2021
Novo Aripuanã,"26,443",2021
Parintins,"116,439",2021
Pauini,"19,616",2021
Presidente Figueiredo,"38,095",2021
Rio Preto da Eva,"34,856",2021
Santa Isabel do Rio Negro,"26,566",2021
Santo Antônio do Içá,"20,889",2021
São Gabriel da Cachoeira,"47,031",2021
São Paulo de Olivença,"40,837",2021
São Sebastião do Uatumã,"14,678",2021
Silves,"9,289",2021
Tabatinga,"68,502",2021
Tapauá,"16,876",2021
Tefé,"59,250",2021
Tonantins,"19,038",2021
Uarini,"13,839",2021
Urucará,"16,007",2021
Urucurituba,"24,098",2021
Amajari,"13,561",2021
Alto Alegre,"15,249",2021
Boa Vista,"436,591",2021
Bonfim,"12,701",2021
Cantá,"19,257",2021
Caracaraí,"22,635",2021
Caroebe,"10,595",2021
Iracema,"12,637",2021
Mucajaí,"18,482",2021
Normandia,"11,772",2021
Pacaraima,"20,108",2021
Rorainópolis,"31,387",2021
São João da Baliza,"8,492",2021
São Luiz,"8,232",2021
Uiramutã,"11,014",2021
Abaetetuba,"160,439",2021
Abel Figueiredo,"7,536",2021
Acará,"55,744",2021
Afuá,"39,910",2021
Água Azul do Norte,"27,797",2021
Alenquer,"57,390",2021
Almeirim,"34,044",2021
Altamira,"117,320",2021
Anajás,"30,091",2021
Ananindeua,"540,410",2021
Anapu,"29,312",2021
Augusto Corrêa,"46,937",2021
Aurora do Pará,"32,200",2021
Aveiro,"16,421",2021
Bagre,"31,967",2021
Baião,"49,454",2021
Bannach,"3,239",2021
