NOME_MUNICIPIO,NUM_HABITANTES,ANO
Alta Floresta D'Oeste,"25,578",2015
Alto Alegre dos Parecis,"13,940",2015
Alto Paraíso,"20,210",2015
Alvorada D'Oeste,"17,063",2015
Ariquemes,"104,401",2015
Buritis,"37,838",2015
Cabixi,"6,355",2015
Cacaulândia,"6,367",2015
Cacoal,"87,226",2015
Campo Novo de Rondônia,"14,220",2015
Candeias do Jamari,"24,155",2015
Castanheiras,"3,617",2015
Cerejeiras,"17,986",2015
Chupinguaia,"10,129",2015
Colorado do Oeste,"18,817",2015
Corumbiara,"8,842",2015
Costa Marques,"16,651",2015
Cujubim,"20,974",2015
Espigão D'Oeste,"32,385",2015
Governador Jorge Teixeira,"10,127",2015
Guajará-Mirim,"46,632",2015
Itapuã do Oeste,"9,995",2015
Jaru,"55,738",2015
Ji-Paraná,"130,419",2015
Machadinho D'Oeste,"37,167",2015
Ministro Andreazza,"10,823",2015
Mirante da Serra,"12,360",2015
Monte Negro,"15,873",2015
Nova Brasilândia D'Oeste,"21,592",2015
Nova Mamoré,"27,600",2015
Nova União,"7,824",2015
Novo Horizonte do Oeste,"10,276",2015
Ouro Preto do Oeste,"39,924",2015
Parecis,"5,697",2015
Pimenta Bueno,"37,512",2015
Pimenteiras do Oeste,"2,424",2015
Porto Velho,502.748(1),2015
Presidente Médici,"22,557",2015
Primavera de Rondônia,"3,501",2015
Rio Crespo,"3,750",2015
Rolim de Moura,"56,242",2015
Santa Luzia D'Oeste,"8,532",2015
São Felipe D'Oeste,"6,103",2015
São Francisco do Guaporé,"19,002",2015
São Miguel do Guaporé,"23,933",2015
Seringueiras,"12,581",2015
Teixeirópolis,"5,003",2015
Theobroma,"11,347",2015
Urupá,"13,293",2015
Vale do Anari,"10,843",2015
Vale do Paraíso,"8,231",2015
Vilhena,"91,801",2015
Acrelândia,"13,869",2015
Assis Brasil,"6,738",2015
Brasiléia,"23,849",2015
Bujari,"9,339",2015
Capixaba,"10,498",2015
Cruzeiro do Sul,"81,519",2015
Epitaciolândia,"16,731",2015
Feijó,"32,385",2015
Jordão,"7,509",2015
Mâncio Lima,"17,173",2015
Manoel Urbano,"8,641",2015
Marechal Thaumaturgo,"16,895",2015
Plácido de Castro,"18,159",2015
Porto Acre,"16,757",2015
Porto Walter,"10,759",2015
Rio Branco,"370,550",2015
Rodrigues Alves,"16,974",2015
Santa Rosa do Purus,"5,809",2015
Sena Madureira,"41,750",2015
Senador Guiomard,"21,182",2015
Tarauacá,"38,819",2015
Xapuri,"17,608",2015
Alvarães,"15,545",2015
Amaturá,"10,847",2015
Anamã,"12,320",2015
Anori,"19,292",2015
Apuí,"20,648",2015
Atalaia do Norte,"18,133",2015
Autazes,"37,033",2015
Barcelos,"27,433",2015
Barreirinha,"30,658",2015
Benjamin Constant,"39,484",2015
Beruri,"18,171",2015
Boa Vista do Ramos,"17,668",2015
Boca do Acre,"33,498",2015
Borba,"39,292",2015
Caapiranga,"12,420",2015
Canutama,"15,130",2015
Carauari,"27,880",2015
Careiro,"36,435",2015
Careiro da Várzea,"27,981",2015
Coari,"83,078",2015
Codajás,"26,777",2015
Eirunepé,"34,025",2015
Envira,"18,786",2015
Fonte Boa,"20,742",2015
Guajará,"15,826",2015
Humaitá,"51,302",2015
Ipixuna,"26,860",2015
Iranduba,"45,984",2015
Itacoatiara,"97,122",2015
Itamarati,"8,179",2015
Itapiranga,"8,953",2015
Japurá,"5,125",2015
Juruá,"13,198",2015
Jutaí,"16,585",2015
Lábrea,"43,263",2015
Manacapuru,"94,175",2015
Manaquiri,"28,413",2015
Manaus,"2,057,711",2015
Manicoré,"53,053",2015
Maraã,"18,423",2015
Maués,"59,983",2015
Nhamundá,"20,358",2015
Nova Olinda do Norte,"35,156",2015
Novo Airão,"17,671",2015
Novo Aripuanã,"24,315",2015
Parintins,"111,575",2015
Pauini,"19,378",2015
Presidente Figueiredo,"32,812",2015
Rio Preto da Eva,"30,530",2015
Santa Isabel do Rio Negro,"22,404",2015
Santo Antônio do Içá,"23,688",2015
São Gabriel da Cachoeira,"43,094",2015
São Paulo de Olivença,"36,536",2015
São Sebastião do Uatumã,"12,781",2015
Silves,"9,081",2015
Tabatinga,"61,028",2015
Tapauá,"18,152",2015
Tefé,"62,444",2015
Tonantins,"18,478",2015
