NOME_MUNICIPIO,NUM_HABITANTES,ANO
Alta Floresta D'Oeste,"25,652",2014
Alto Alegre dos Parecis,"13,884",2014
Alto Paraíso,"19,841",2014
Alvorada D'Oeste,"17,228",2014
Ariquemes,"102,860",2014
Buritis,"37,207",2014
Cabixi,"6,424",2014
Cacaulândia,"6,318",2014
Cacoal,"86,556",2014
Campo Novo de Rondônia,"14,081",2014
Candeias do Jamari,"23,573",2014
Castanheiras,"3,653",2014
Cerejeiras,"18,013",2014
Chupinguaia,"9,887",2014
Colorado do Oeste,"19,001",2014
Corumbiara,"8,938",2014
Costa Marques,"16,258",2014
Cujubim,"20,204",2014
Espigão D'Oeste,"32,047",2014
Governador Jorge Teixeira,"10,327",2014
Guajará-Mirim,"46,203",2014
Itapuã do Oeste,"9,831",2014
Jaru,"55,669",2014
Ji-Paraná,"129,242",2014
Machadinho D'Oeste,"36,412",2014
Ministro Andreazza,"10,860",2014
Mirante da Serra,"12,414",2014
Monte Negro,"15,710",2014
Nova Brasilândia D'Oeste,"21,511",2014
Nova Mamoré,"26,925",2014
Nova União,"7,853",2014
Novo Horizonte do Oeste,"10,393",2014
Ouro Preto do Oeste,"40,010",2014
Parecis,"5,589",2014
Pimenta Bueno,"37,230",2014
Pimenteiras do Oeste,"2,432",2014
Porto Velho,"494,013",2014
Presidente Médici,"22,783",2014
Primavera de Rondônia,"3,548",2014
Rio Crespo,"3,709",2014
Rolim de Moura,"55,807",2014
Santa Luzia D'Oeste,"8,706",2014
São Felipe D'Oeste,"6,160",2014
São Francisco do Guaporé,"18,640",2014
São Miguel do Guaporé,"23,803",2014
Seringueiras,"12,543",2014
Teixeirópolis,"5,041",2014
Theobroma,"11,345",2014
Urupá,"13,391",2014
Vale do Anari,"10,682",2014
Vale do Paraíso,"8,327",2014
Vilhena,"89,797",2014
Acrelândia,"13,613",2014
Assis Brasil,"6,610",2014
Brasiléia,"23,378",2014
Bujari,"9,173",2014
Capixaba,"10,170",2014
