NOME_MUNICIPIO,NUM_HABITANTES,ANO
Alta Floresta D'Oeste,"22,945",2019
Ariquemes,"107,863",2019
Cabixi,"5,312",2019
Cacoal,"85,359",2019
Cerejeiras,"16,323",2019
Colorado do Oeste,"15,882",2019
Corumbiara,"7,391",2019
Costa Marques,"18,331",2019
Espigão D'Oeste,"32,374",2019
Guajará-Mirim,"46,174",2019
Jaru,"51,775",2019
Ji-Paraná,"128,969",2019
Machadinho D'Oeste,"39,991",2019
Nova Brasilândia D'Oeste,"20,474",2019
Ouro Preto do Oeste,"36,035",2019
Pimenta Bueno,"36,660",2019
Porto Velho,"529544",2019
Presidente Médici,"18,986",2019
Rio Crespo,"3,764",2019
Rolim de Moura,"55,058",2019
Santa Luzia D'Oeste,"6,495",2019
Vilhena,"99,854",2019
São Miguel do Guaporé,"23,005",2019
Nova Mamoré,"30,583",2019
Alvorada D'Oeste,"14,411",2019
Alto Alegre dos Parecis,"13,241",2019
Alto Paraíso,"21,428",2019
Buritis,"39,654",2019
Novo Horizonte do Oeste,"8,538",2019
Cacaulândia,"6,230",2019
Campo Novo de Rondônia,"14,139",2019
Candeias do Jamari,"26,693",2019
Castanheiras,"3,052",2019
Chupinguaia,"11,182",2019
Cujubim,"25,215",2019
Governador Jorge Teixeira,"7,767",2019
Itapuã do Oeste,"10,458",2019
Ministro Andreazza,"9,660",2019
Mirante da Serra,"10,947",2019
Monte Negro,"15,852",2019
Nova União,"6,970",2019
Parecis,"6,074",2019
Pimenteiras do Oeste,"2,169",2019
Primavera de Rondônia,"2,856",2019
São Felipe D'Oeste,"5,172",2019
São Francisco do Guaporé,"20,266",2019
Seringueiras,"11,856",2019
Teixeirópolis,"4,308",2019
Theobroma,"10,444",2019
Urupá,"11,467",2019
Vale do Anari,"11,204",2019
Vale do Paraíso,"6,825",2019
Acrelândia,"15,256",2019
Assis Brasil,"7,417",2019
Brasiléia,"26,278",2019
Bujari,"10,266",2019
Capixaba,"11,733",2019
Cruzeiro do Sul,"88,376",2019
Epitaciolândia,"18,411",2019
Feijó,"34,780",2019
Jordão,"8,317",2019
Mâncio Lima,"18,977",2019
Manoel Urbano,"9,459",2019
Marechal Thaumaturgo,"18,867",2019
Plácido de Castro,"19,761",2019
Porto Walter,"11,982",2019
Rio Branco,"407,319",2019
Rodrigues Alves,"18,930",2019
Santa Rosa do Purus,"6,540",2019
Senador Guiomard,"23,024",2019
Sena Madureira,"45,848",2019
Tarauacá,"42,567",2019
Xapuri,"19,323",2019
Porto Acre,"18,504",2019
Alvarães,"16,041",2019
Amaturá,"11,536",2019
Anamã,"13,614",2019
Anori,"21,010",2019
Apuí,"21,973",2019
Atalaia do Norte,"19,921",2019
Autazes,"39,565",2019
Barcelos,"27,502",2019
Barreirinha,"32,041",2019
Benjamin Constant,"42,984",2019
Beruri,"19,679",2019
Boa Vista do Ramos,"19,207",2019
Boca do Acre,"34,308",2019
Borba,"41,161",2019
Caapiranga,"13,081",2019
Canutama,"15,629",2019
Carauari,"28,294",2019
Careiro,"37,869",2019
Careiro da Várzea,"30,225",2019
Coari,"85,097",2019
Codajás,"28,637",2019
Eirunepé,"35,273",2019
Envira,"20,033",2019
Fonte Boa,"17,609",2019
Guajará,"16,678",2019
Humaitá,"55,080",2019
Ipixuna,"29,689",2019
Iranduba,"48,296",2019
Itacoatiara,"101,337",2019
Itamarati,"7,851",2019
Itapiranga,"9,148",2019
Japurá,"2,755",2019
Juruá,"14,712",2019
Jutaí,"14,317",2019
Lábrea,"46,069",2019
Manacapuru,"97,377",2019
Manaquiri,"32105",2019
Manaus,"2,182,763",2019
Manicoré,"55,751",2019
Maraã,"18,224",2019
Maués,"63,905",2019
Nhamundá,"21,173",2019
Nova Olinda do Norte,"37,378",2019
Novo Airão,"19,454",2019
Novo Aripuanã,"25,644",2019
Parintins,"114,273",2019
Pauini,"19,426",2019
Presidente Figueiredo,"36,279",2019
Rio Preto da Eva,"33,347",2019
Santa Isabel do Rio Negro,"25156",2019
Santo Antônio do Içá,"21,602",2019
São Gabriel da Cachoeira,"45,564",2019
São Paulo de Olivença,"39,299",2019
São Sebastião do Uatumã,"14,020",2019
Silves,"9,171",2019
Tabatinga,"65,844",2019
Tapauá,"17,156",2019
Tefé,"59,849",2019
Tonantins,"18,755",2019
Uarini,"13,540",2019
Urucará,"16256",2019
Urucurituba,"23,065",2019
Amajari,"12,796",2019
Alto Alegre,"15,510",2019
Boa Vista,"399,213",2019
Bonfim,"12,409",2019
Cantá,"18,335",2019
Caracaraí,"21,926",2019
Caroebe,"10,169",2019
Iracema,"11,950",2019
Mucajaí,"17,853",2019
Normandia,"11,290",2019
Pacaraima,"17,401",2019
Rorainópolis,"30,163",2019
São João da Baliza,"8,201",2019
São Luiz,"7,986",2019
Uiramutã,"10,559",2019
Abaetetuba,"157,698",2019
Abel Figueiredo,"7,434",2019
Acará,"55,591",2019
Afuá,"39,218",2019
Água Azul do Norte,"27,430",2019
Alenquer,"56,789",2019
Almeirim,"34,109",2019
Altamira,"114,594",2019
Anajás,"29,277",2019
Ananindeua,"530,598",2019
Anapu,"27,890",2019
Augusto Corrêa,"45,998",2019
Aurora do Pará,"31,338",2019
Aveiro,"16,388",2019
Bagre,"30,673",2019
Baião,"47,446",2019
Bannach,"3,286",2019
Barcarena,"124,680",2019
Belém,"1,492,745",2019
Belterra,"17,732",2019
Benevides,"62,737",2019
Bom Jesus do Tocantins,"16,981",2019
Bonito,"16,286",2019
Bragança,"127,686",2019
Brasil Novo,"15,086",2019
Brejo Grande do Araguaia,"7,380",2019
Breu Branco,"66,046",2019
Breves,"102,701",2019
Bujaru,"29,132",2019
Cachoeira do Piriá,"33,900",2019
Cachoeira do Arari,"23,767",2019
Cametá,"137,890",2019
Canaã dos Carajás,"37,085",2019
Capanema,"69,027",2019
Capitão Poço,"54,303",2019
Castanhal,"200,793",2019
Chaves,"23,717",2019
Colares,"12,085",2019
Conceição do Araguaia,"47,864",2019
Concórdia do Pará,"33,318",2019
Cumaru do Norte,"13,473",2019
Curionópolis,"17,929",2019
Curralinho,"34,448",2019
Curuá,"14,393",2019
Curuçá,"40,066",2019
Dom Eliseu,"59,719",2019
Eldorado do Carajás,"33,808",2019
Faro,"7,194",2019
Floresta do Araguaia,"20,304",2019
Garrafão do Norte,"26,066",2019
Goianésia do Pará,"40,475",2019
Gurupá,"33,376",2019
Igarapé-Açu,"38,807",2019
Igarapé-Miri,"62,698",2019
Inhangapi,"11,711",2019
Ipixuna do Pará,"64,053",2019
Irituia,"32,550",2019
Itaituba,"101,247",2019
Itupiranga,"53,269",2019
Jacareacanga,"8239",2019
Jacundá,"59,155",2019
Juruti,"57,943",2019
Limoeiro do Ajuru,"28,935",2019
Mãe do Rio,"30,077",2019
Magalhães Barata,"8,548",2019
Marabá,"279,349",2019
Maracanã,"29,473",2019
Marapanim,"28,336",2019
Marituba,"131,521",2019
Medicilândia,"31,597",2019
Melgaço,"27,654",2019
Mocajuba,"31,136",2019
Moju,"82,094",2019
Mojuí dos Campos,"16,084",2019
Monte Alegre,"58,032",2019
Muaná,"40,349",2019
Nova Esperança do Piriá,"21,368",2019
Nova Ipixuna,"16,678",2019
Nova Timboteua,"15,363",2019
Novo Progresso,"25,762",2019
Novo Repartimento,"75,919",2019
Óbidos,"52,137",2019
Oeiras do Pará,"32,512",2019
Oriximiná,"73,096",2019
Ourém,"17,842",2019
Ourilândia do Norte,"32,832",2019
Pacajá,"47,706",2019
Palestina do Pará,"7,589",2019
Paragominas,"113,145",2019
Parauapebas,"208,273",2019
Pau D'Arco,"5,483",2019
Peixe-Boi,"8,077",2019
Piçarra,"12,981",2019
Placas,"30,982",2019
Ponta de Pedras,"31,082",2019
Portel,"62,043",2019
Porto de Moz,"41,135",2019
Prainha,"29,866",2019
Primavera,"10,825",2019
Quatipuru,"13,608",2019
Redenção,"84,787",2019
Rio Maria,"18,193",2019
Rondon do Pará,"52,357",2019
Rurópolis,"50,510",2019
Salinópolis,"40,675",2019
Salvaterra,"23,752",2019
Santa Bárbara do Pará,"21,079",2019
Santa Cruz do Arari,"10,128",2019
Santa Izabel do Pará,"70,801",2019
Santa Luzia do Pará,"19,848",2019
Santa Maria das Barreiras,"21,449",2019
Santa Maria do Pará,"24,861",2019
Santana do Araguaia,"72,817",2019
Santarém,"304,589",2019
Santarém Novo,"6,709",2019
Santo Antônio do Tauá,"31,482",2019
