NOME_MUNICIPIO,NUM_HABITANTES,ANO
Alta Floresta D'Oeste,"25,437",2017
Ariquemes,"107,345",2017
Cabixi,"6,224",2017
Cacoal,"88,507",2017
Cerejeiras,"17,934",2017
Colorado do Oeste,"18,467",2017
Corumbiara,"8,659",2017
Costa Marques,"17,400",2017
Espigão D'Oeste,"33,030",2017
Guajará-Mirim,"47,451",2017
Jaru,"55,871",2017
Ji-Paraná,"132,667",2017
Machadinho D'Oeste,"38,609",2017
Nova Brasilândia D'Oeste,"21,747",2017
Ouro Preto do Oeste,"39,759",2017
Pimenta Bueno,"38,051",2017
Porto Velho,"519436",2017
Presidente Médici,"22,124",2017
Rio Crespo,"3,829",2017
Rolim de Moura,"57,074",2017
Santa Luzia D'Oeste,"8,198",2017
Vilhena,"95,630",2017
São Miguel do Guaporé,"24,181",2017
Nova Mamoré,"28,891",2017
Alvorada D'Oeste,"16,747",2017
Alto Alegre dos Parecis,"14,045",2017
Alto Paraíso,"20,916",2017
Buritis,"39,044",2017
Novo Horizonte do Oeste,"10,051",2017
Cacaulândia,"6,460",2017
Campo Novo de Rondônia,"14,484",2017
Candeias do Jamari,"25,266",2017
Castanheiras,"3,550",2017
Chupinguaia,"10,593",2017
Cujubim,"22,443",2017
Governador Jorge Teixeira,"9,745",2017
Itapuã do Oeste,"10,310",2017
Ministro Andreazza,"10,751",2017
Mirante da Serra,"12,258",2017
Monte Negro,"16,186",2017
Nova União,"7,769",2017
Parecis,"5,904",2017
Pimenteiras do Oeste,"2,410",2017
Primavera de Rondônia,"3,411",2017
São Felipe D'Oeste,"5,994",2017
São Francisco do Guaporé,"19,694",2017
Seringueiras,"12,653",2017
Teixeirópolis,"4,931",2017
Theobroma,"11,350",2017
Urupá,"13,106",2017
Vale do Anari,"11,149",2017
Vale do Paraíso,"8,047",2017
Acrelândia,"14,366",2017
Assis Brasil,"6,986",2017
Brasiléia,"24,765",2017
Bujari,"9,664",2017
Capixaba,"11,136",2017
Cruzeiro do Sul,"82,622",2017
Epitaciolândia,"17,340",2017
Feijó,"32,360",2017
Jordão,"7,858",2017
Mâncio Lima,"17,910",2017
Manoel Urbano,"8,886",2017
Marechal Thaumaturgo,"17,897",2017
Plácido de Castro,"18,510",2017
Porto Walter,"11,353",2017
Rio Branco,"383,443",2017
Rodrigues Alves,"17,945",2017
Santa Rosa do Purus,"6,230",2017
Senador Guiomard,"21,552",2017
Sena Madureira,"43,139",2017
Tarauacá,"40,024",2017
Xapuri,"18,174",2017
Porto Acre,"17,459",2017
Alvarães,"15,908",2017
Amaturá,"11,242",2017
Anamã,"12,978",2017
Anori,"20,196",2017
Apuí,"21,406",2017
Atalaia do Norte,"19,054",2017
Autazes,"38,454",2017
Barcelos,"27,743",2017
Barreirinha,"31,542",2017
Benjamin Constant,"41,329",2017
Beruri,"18,978",2017
Boa Vista do Ramos,"18,483",2017
Boca do Acre,"34,176",2017
Borba,"40,464",2017
Caapiranga,"12,820",2017
Canutama,"15,490",2017
Carauari,"28,337",2017
Careiro,"37,399",2017
Careiro da Várzea,"29,190",2017
Coari,"84,762",2017
Codajás,"27,817",2017
Eirunepé,"34,888",2017
Envira,"19,492",2017
Fonte Boa,"19,669",2017
Guajará,"16,339",2017
Humaitá,"53,383",2017
Ipixuna,"28,299",2017
Iranduba,"47,407",2017
Itacoatiara,"99,854",2017
Itamarati,"8,128",2017
Itapiranga,"9,125",2017
Japurá,"4,205",2017
Juruá,"13,956",2017
Jutaí,"15,824",2017
Lábrea,"44,861",2017
Manacapuru,"96,460",2017
Manaquiri,"30,222",2017
Manaus,"2,130,264",2017
Manicoré,"54,708",2017
Maraã,"18,531",2017
Maués,"62,212",2017
Nhamundá,"20,902",2017
Nova Olinda do Norte,"36,431",2017
Novo Airão,"18,586",2017
Novo Aripuanã,"25,112",2017
Parintins,"113,832",2017
Pauini,"19,597",2017
Presidente Figueiredo,"34,574",2017
Rio Preto da Eva,"32,001",2017
Santa Isabel do Rio Negro,"23,765",2017
Santo Antônio do Içá,"23,075",2017
São Gabriel da Cachoeira,"44,553",2017
São Paulo de Olivença,"38,047",2017
São Sebastião do Uatumã,"13,421",2017
Silves,"9,211",2017
Tabatinga,"63,635",2017
Tapauá,"17,930",2017
Tefé,"62,021",2017
Tonantins,"18,782",2017
Uarini,"13,428",2017
Urucará,"16,968",2017
Urucurituba,"22,148",2017
Amajari,"11,560",2017
Alto Alegre,"15,933",2017
Boa Vista,"332,020",2017
Bonfim,"11,945",2017
Cantá,"16,877",2017
Caracaraí,"20,807",2017
Caroebe,"9,493",2017
Iracema,"10,859",2017
Mucajaí,"16,852",2017
Normandia,"10,527",2017
Pacaraima,"12,375",2017
Rorainópolis,"28,215",2017
São João da Baliza,"7,740",2017
São Luiz,"7,597",2017
Uiramutã,"9,836",2017
Abaetetuba,"153,380",2017
Abel Figueiredo,"7,231",2017
Acará,"54,096",2017
Afuá,"38,144",2017
Água Azul do Norte,"26,682",2017
Alenquer,"55,246",2017
Almeirim,"33,195",2017
Altamira,"111,435",2017
Anajás,"28,466",2017
Ananindeua,"516,057",2017
Anapu,"27,096",2017
Augusto Corrêa,"44,734",2017
Aurora do Pará,"30,471",2017
Aveiro,"15,947",2017
Bagre,"29,808",2017
Baião,"46,110",2017
Bannach,"3,200",2017
Barcarena,"121,190",2017
Belém,"1,452,275",2017
Belterra,"17,249",2017
Benevides,"60,990",2017
Bom Jesus do Tocantins,"16,517",2017
Bonito,"15,834",2017
Bragança,"124,184",2017
Brasil Novo,"14,689",2017
Brejo Grande do Araguaia,"7,182",2017
Breu Branco,"64,194",2017
Breves,"99,896",2017
Bujaru,"28,331",2017
Cachoeira do Piriá,"32,947",2017
Cachoeira do Arari,"23,110",2017
Cametá,"134,100",2017
Canaã dos Carajás,"36,027",2017
Capanema,"67,150",2017
Capitão Poço,"52,839",2017
Castanhal,"195,253",2017
Chaves,"23,066",2017
Colares,"11,759",2017
Conceição do Araguaia,"46,571",2017
Concórdia do Pará,"32,395",2017
Cumaru do Norte,"13,093",2017
Curionópolis,"17,453",2017
Curralinho,"33,490",2017
Curuá,"13,996",2017
Curuçá,"38,959",2017
Dom Eliseu,"58,071",2017
Eldorado do Carajás,"32,892",2017
Faro,"7,009",2017
Floresta do Araguaia,"19,746",2017
Garrafão do Norte,"25,363",2017
Goianésia do Pará,"39,352",2017
Gurupá,"32,458",2017
Igarapé-Açu,"37,753",2017
Igarapé-Miri,"60,994",2017
Inhangapi,"11,388",2017
Ipixuna do Pará,"62,237",2017
Irituia,"31,673",2017
Itaituba,"98,523",2017
Itupiranga,"51,835",2017
Jacareacanga,8059 (2),2017
Jacundá,"57,526",2017
Juruti,"56,325",2017
Limoeiro do Ajuru,"28,138",2017
Mãe do Rio,"29,260",2017
Magalhães Barata,"8,316",2017
Marabá,"271,594",2017
Maracanã,"28,679",2017
Marapanim,"27,569",2017
Marituba,"127,858",2017
Medicilândia,"30,726",2017
Melgaço,"26,897",2017
Mocajuba,"30,277",2017
Moju,"79,825",2017
Mojuí dos Campos,"15,646",2017
Monte Alegre,"56,466",2017
Muaná,"39,231",2017
Nova Esperança do Piriá,"20,789",2017
Nova Ipixuna,"16,221",2017
Nova Timboteua,"14,942",2017
Novo Progresso,"25,071",2017
Novo Repartimento,"73,802",2017
Óbidos,"50,727",2017
Oeiras do Pará,"31,619",2017
Oriximiná,"71,078",2017
Ourém,"17,356",2017
Ourilândia do Norte,"31,921",2017
Pacajá,"46,383",2017
Palestina do Pará,"7,386",2017
Paragominas,"110,026",2017
Parauapebas,"202,356",2017
Pau D'Arco,"5,341",2017
Peixe-Boi,"7,860",2017
Piçarra,"12,632",2017
Placas,"30,109",2017
Ponta de Pedras,"30,219",2017
Portel,"60,322",2017
Porto de Moz,"39,991",2017
Prainha,"29,067",2017
Primavera,"10,534",2017
Quatipuru,"13,237",2017
Redenção,"82,464",2017
Rio Maria,"17,705",2017
Rondon do Pará,"50,925",2017
Rurópolis,"49,093",2017
Salinópolis,"39,569",2017
Salvaterra,"23,096",2017
Santa Bárbara do Pará,"20,492",2017
Santa Cruz do Arari,"9,845",2017
Santa Izabel do Pará,"68,836",2017
Santa Luzia do Pará,"19,316",2017
