NOME_MUNICIPIO,NUM_HABITANTES,ANO
Alta Floresta D'Oeste,"24,228",2011
Alto Alegre dos Parecis,"12,824",2011
Alto Paraíso,"17,443",2011
Alvorada D'Oeste,"16,624",2011
Ariquemes,"91,570",2011
Buritis,"32,898",2011
Cabixi,"6,221",2011
Cacaulândia,"5,764",2011
Cacoal,"78,958",2011
Campo Novo de Rondônia,"12,757",2011
Candeias do Jamari,"20,291",2011
Castanheiras,"3,526",2011
Cerejeiras,"16,939",2011
Chupinguaia,"8,514",2011
Colorado do Oeste,"18,338",2011
Corumbiara,"8,654",2011
Costa Marques,"14,022",2011
Cujubim,"16,569",2011
Espigão D'Oeste,"28,962",2011
Governador Jorge Teixeira,"10,272",2011
Guajará-Mirim,"41,933",2011
Itapuã do Oeste,"8,700",2011
Jaru,"51,883",2011
Ji-Paraná,"117,363",2011
Machadinho D'Oeste,"31,779",2011
Ministro Andreazza,"10,276",2011
Mirante da Serra,"11,780",2011
Monte Negro,"14,203",2011
Nova Brasilândia D'Oeste,"19,882",2011
Nova Mamoré,"23,142",2011
Nova União,"7,436",2011
Novo Horizonte do Oeste,"10,084",2011
Ouro Preto do Oeste,"37,701",2011
Parecis,"4,901",2011
Pimenta Bueno,"33,981",2011
Pimenteiras do Oeste,"2,299",2011
Porto Velho,"435,732",2011
Presidente Médici,"22,008",2011
Primavera de Rondônia,"3,464",2011
Rio Crespo,"3,345",2011
Rolim de Moura,"50,899",2011
Santa Luzia D'Oeste,"8,677",2011
São Felipe D'Oeste,"5,938",2011
São Francisco do Guaporé,"16,340",2011
São Miguel do Guaporé,"21,878",2011
Seringueiras,"11,624",2011
Teixeirópolis,"4,832",2011
Theobroma,"10,611",2011
Urupá,"12,828",2011
Vale do Anari,"9,510",2011
Vale do Paraíso,"8,083",2011
Vilhena,"77,937",2011
Acrelândia,"12,778",2011
Assis Brasil,"6,192",2011
Brasiléia,"21,837",2011
Bujari,"8,629",2011
Capixaba,"9,087",2011
Cruzeiro do Sul,"79,173",2011
Epitaciolândia,"15,394",2011
Feijó,"32,487",2011
Jordão,"6,740",2011
Mâncio Lima,"15,553",2011
Manoel Urbano,"8,104",2011
Marechal Thaumaturgo,"14,682",2011
Plácido de Castro,"17,401",2011
Porto Acre,"15,212",2011
Porto Walter,"9,448",2011
Rio Branco,"342,298",2011
Rodrigues Alves,"14,832",2011
Santa Rosa do Purus,"4,879",2011
Sena Madureira,"38,708",2011
Senador Guiomard,"20,386",2011
Tarauacá,"36,186",2011
Xapuri,"16,369",2011
Alvarães,"14,237",2011
Amaturá,"9,633",2011
Anamã,"10,494",2011
Anori,"16,701",2011
Apuí,"18,325",2011
Atalaia do Norte,"15,545",2011
Autazes,"32,733",2011
Barcelos,"25,835",2011
Barreirinha,"27,722",2011
Benjamin Constant,"34,193",2011
Beruri,"15,827",2011
Boa Vista do Ramos,"15,324",2011
Boca do Acre,"30,906",2011
Borba,"35,448",2011
Caapiranga,"11,142",2011
Canutama,"12,892",2011
Carauari,"25,955",2011
Careiro,"33,132",2011
Careiro da Várzea,"24,441",2011
Coari,"76,646",2011
Codajás,"23,643",2011
Eirunepé,"31,020",2011
Envira,"16,635",2011
Fonte Boa,"23,011",2011
Guajará,"14,188",2011
Humaitá,"45,104",2011
Ipixuna,"22,867",2011
Iranduba,"41,373",2011
Itacoatiara,"87,970",2011
Itamarati,"8,010",2011
Itapiranga,"8,280",2011
Japurá,"7,388",2011
Juruá,"11,126",2011
Jutaí,"18,145",2011
Lábrea,"38,372",2011
Manacapuru,"86,078",2011
Manaquiri,"23,575",2011
Manaus,"1,832,423",2011
Manicoré,"47,706",2011
Maraã,"17,562",2011
Maués,"53,172",2011
Nhamundá,"18,502",2011
Nova Olinda do Norte,"31,231",2011
Novo Airão,"15,112",2011
Novo Aripuanã,"21,784",2011
Parintins,"102,945",2011
Pauini,"18,248",2011
Presidente Figueiredo,"27,926",2011
Rio Preto da Eva,"26,344",2011
Santa Isabel do Rio Negro,"18,728",2011
Santo Antônio do Içá,"24,689",2011
São Gabriel da Cachoeira,"38,506",2011
São Paulo de Olivença,"32,060",2011
São Sebastião do Uatumã,"10,977",2011
Silves,"8,495",2011
Tabatinga,"53,374",2011
Tapauá,"18,960",2011
Tefé,"61,222",2011
Tonantins,"17,199",2011
Uarini,"12,017",2011
Urucará,"16,996",2011
Urucurituba,"18,265",2011
Alto Alegre,"16,336",2011
Amajari,"9,637",2011
Boa Vista,"290,741",2011
Bonfim,"11,067",2011
Cantá,"14,311",2011
Caracaraí,"18,714",2011
Caroebe,"8,300",2011
Iracema,"8,997",2011
Mucajaí,"15,064",2011
Normandia,"9,155",2011
Pacaraima,"10,697",2011
Rorainópolis,"24,808",2011
São João da Baliza,"6,898",2011
São Luiz,"6,860",2011
Uiramutã,"8,572",2011
Abaetetuba,"142,785",2011
Abel Figueiredo,"6,843",2011
Acará,"53,680",2011
Afuá,"35,467",2011
Água Azul do Norte,"25,285",2011
Alenquer,"53,004",2011
Almeirim,"33,588",2011
Altamira,"100,736",2011
Anajás,"25,253",2011
Ananindeua,"477,999",2011
Anapu,"21,398",2011
Augusto Corrêa,"41,072",2011
Aurora do Pará,"27,069",2011
Aveiro,"15,874",2011
Bagre,"24,644",2011
Baião,"38,092",2011
Bannach,"3,404",2011
Barcarena,"102,668",2011
Belém,"1,402,056",2011
Belterra,"16,450",2011
Benevides,"52,887",2011
Bom Jesus do Tocantins,"15,466",2011
Bonito,"13,923",2011
Bragança,"114,720",2011
Brasil Novo,"15,575",2011
Brejo Grande do Araguaia,"7,306",2011
Breu Branco,"54,032",2011
Breves,"93,835",2011
Bujaru,"26,053",2011
Cachoeira do Arari,"20,801",2011
Cachoeira do Piriá,"27,332",2011
Cametá,"122,682",2011
Canaã dos Carajás,"27,928",2011
Capanema,"64,139",2011
Capitão Poço,"52,056",2011
Castanhal,"176,116",2011
Chaves,"21,286",2011
Colares,"11,438",2011
Conceição do Araguaia,"45,724",2011
Concórdia do Pará,"28,773",2011
Cumaru do Norte,"10,810",2011
Curionópolis,"18,196",2011
Curralinho,"29,204",2011
Curuá,"12,487",2011
Curuçá,"34,918",2011
Dom Eliseu,"52,224",2011
Eldorado dos Carajás,"31,953",2011
Faro,"8,034",2011
Floresta do Araguaia,"18,035",2011
Garrafão do Norte,"25,096",2011
Goianésia do Pará,"31,031",2011
Gurupá,"29,520",2011
Igarapé-Açu,"36,155",2011
Igarapé-Miri,"58,497",2011
Inhangapi,"10,218",2011
Ipixuna do Pará,"53,318",2011
Irituia,"31,429",2011
Itaituba,"97,704",2011
Itupiranga,"51,340",2011
Jacareacanga,"14,223",2011
Jacundá,"52,190",2011
Juruti,"48,306",2011
Limoeiro do Ajuru,"25,440",2011
Mãe do Rio,"28,100",2011
Magalhães Barata,"8,147",2011
Marabá,"238,708",2011
Maracanã,"28,438",2011
Marapanim,"26,750",2011
Marituba,"110,842",2011
Medicilândia,"27,785",2011
Melgaço,"25,095",2011
Mocajuba,"27,206",2011
Moju,"71,329",2011
Monte Alegre,"55,635",2011
Muaná,"34,875",2011
Nova Esperança do Piriá,"20,255",2011
Nova Ipixuna,"14,858",2011
Nova Timboteua,"13,844",2011
Novo Progresso,"25,138",2011
Novo Repartimento,"63,603",2011
Óbidos,"49,551",2011
Oeiras do Pará,"29,005",2011
Oriximiná,"63,904",2011
Ourém,"16,458",2011
Ourilândia do Norte,"27,964",2011
Pacajá,"40,830",2011
Palestina do Pará,"7,470",2011
Paragominas,"99,459",2011
Parauapebas,"160,228",2011
Pau D'Arco,"5,949",2011
Peixe-Boi,"7,861",2011
Piçarra,"12,699",2011
Placas,"24,743",2011
Ponta de Pedras,"26,560",2011
Portel,"53,256",2011
Porto de Moz,"34,755",2011
Prainha,"29,337",2011
Primavera,"10,310",2011
Quatipuru,"12,527",2011
Redenção,"76,500",2011
Rio Maria,"17,712",2011
Rondon do Pará,"47,509",2011
Rurópolis,"41,271",2011
Salinópolis,"37,726",2011
Salvaterra,"20,572",2011
Santa Bárbara do Pará,"17,583",2011
Santa Cruz do Arari,"8,378",2011
Santa Isabel do Pará,"60,712",2011
Santa Luzia do Pará,"19,426",2011
Santa Maria das Barreiras,"17,686",2011
Santa Maria do Pará,"23,193",2011
Santana do Araguaia,"58,067",2011
Santarém,"297,039",2011
Santarém Novo,"6,195",2011
Santo Antônio do Tauá,"27,199",2011
São Caetano de Odivelas,"16,990",2011
São Domingos do Araguaia,"23,370",2011
São Domingos do Capim,"30,033",2011
São Félix do Xingu,"95,694",2011
São Francisco do Pará,"15,123",2011
São Geraldo do Araguaia,"25,429",2011
São João da Ponta,"5,359",2011
São João de Pirabas,"20,890",2011
São João do Araguaia,"13,225",2011
São Miguel do Guamá,"52,350",2011
São Sebastião da Boa Vista,"23,306",2011
Sapucaia,"5,143",2011
Senador José Porfírio,"12,840",2011
Soure,"23,235",2011
Tailândia,"82,433",2011
Terra Alta,"10,416",2011
Terra Santa,"17,130",2011
Tomé-Açu,"57,228",2011
Tracuateua,"27,817",2011
Trairão,"17,092",2011
Tucumã,"34,333",2011
Tucuruí,"98,919",2011
Ulianópolis,"45,190",2011
Uruará,"44,757",2011
Vigia,"48,481",2011
