NOME_MUNICIPIO,NUM_HABITANTES,ANO
Alta Floresta D'Oeste,"25,506",2016
Ariquemes,"105,896",2016
Cabixi,"6,289",2016
Cacoal,"87,877",2016
Cerejeiras,"17,959",2016
Colorado do Oeste,"18,639",2016
Corumbiara,"8,749",2016
Costa Marques,"17,031",2016
Espigão D'Oeste,"32,712",2016
Guajará-Mirim,"47,048",2016
Jaru,"55,806",2016
Ji-Paraná,"131,560",2016
Machadinho D'Oeste,"37,899",2016
Nova Brasilândia D'Oeste,"21,670",2016
Ouro Preto do Oeste,"39,840",2016
Pimenta Bueno,"37,786",2016
Porto Velho,"511,219",2016
Presidente Médici,"22,337",2016
Rio Crespo,"3,790",2016
Rolim de Moura,"56,664",2016
Santa Luzia D'Oeste,"8,362",2016
Vilhena,"93,745",2016
São Miguel do Guaporé,"24,059",2016
Nova Mamoré,"28,255",2016
Alvorada D'Oeste,"16,902",2016
Alto Alegre dos Parecis,"13,993",2016
Alto Paraíso,"20,569",2016
Buritis,"38,450",2016
Novo Horizonte do Oeste,"10,161",2016
Cacaulândia,"6,414",2016
Campo Novo de Rondônia,"14,354",2016
Candeias do Jamari,"24,719",2016
Castanheiras,"3,583",2016
Chupinguaia,"10,364",2016
Cujubim,"21,720",2016
Governador Jorge Teixeira,"9,933",2016
Itapuã do Oeste,"10,155",2016
Ministro Andreazza,"10,786",2016
Mirante da Serra,"12,308",2016
Monte Negro,"16,032",2016
Nova União,"7,796",2016
Parecis,"5,802",2016
Pimenteiras do Oeste,"2,417",2016
Primavera de Rondônia,"3,456",2016
São Felipe D'Oeste,"6,048",2016
São Francisco do Guaporé,"19,353",2016
Seringueiras,"12,617",2016
Teixeirópolis,"4,966",2016
Theobroma,"11,348",2016
Urupá,"13,198",2016
Vale do Anari,"10,999",2016
Vale do Paraíso,"8,138",2016
Acrelândia,"14,120",2016
Assis Brasil,"6,863",2016
Brasiléia,"24,311",2016
Bujari,"9,503",2016
Capixaba,"10,820",2016
Cruzeiro do Sul,"82,075",2016
Epitaciolândia,"17,038",2016
Feijó,"32,372",2016
Jordão,"7,685",2016
Mâncio Lima,"17,545",2016
Manoel Urbano,"8,765",2016
Marechal Thaumaturgo,"17,401",2016
Plácido de Castro,"18,336",2016
Porto Walter,"11,059",2016
Rio Branco,"377,057",2016
Rodrigues Alves,"17,464",2016
Santa Rosa do Purus,"6,021",2016
Senador Guiomard,"21,369",2016
Sena Madureira,"42,451",2016
Tarauacá,"39,427",2016
Xapuri,"17,894",2016
Porto Acre,"17,111",2016
Alvarães,"15,729",2016
Amaturá,"11,047",2016
Anamã,"12,653",2016
Anori,"19,749",2016
Apuí,"21,031",2016
Atalaia do Norte,"18,599",2016
Autazes,"37,752",2016
Barcelos,"27,589",2016
Barreirinha,"31,105",2016
Benjamin Constant,"40,417",2016
Beruri,"18,579",2016
Boa Vista do Ramos,"18,080",2016
Boca do Acre,"33,840",2016
Borba,"39,885",2016
Caapiranga,"12,622",2016
Canutama,"15,312",2016
Carauari,"28,111",2016
Careiro,"36,922",2016
Careiro da Várzea,"28,592",2016
Coari,"83,929",2016
Codajás,"27,303",2016
Eirunepé,"34,461",2016
Envira,"19,143",2016
Fonte Boa,"20,199",2016
Guajará,"16,085",2016
Humaitá,"52,354",2016
Ipixuna,"27,587",2016
Iranduba,"46,703",2016
Itacoatiara,"98,503",2016
Itamarati,"8,153",2016
Itapiranga,"9,040",2016
Japurá,"4,660",2016
Juruá,"13,581",2016
Jutaí,"16,200",2016
Lábrea,"44,071",2016
Manacapuru,"95,330",2016
Manaquiri,"29,327",2016
Manaus,"2,094,391",2016
Manicoré,"53,890",2016
Maraã,"18,477",2016
Maués,"61,110",2016
Nhamundá,"20,633",2016
Nova Olinda do Norte,"35,800",2016
Novo Airão,"18,133",2016
Novo Aripuanã,"24,718",2016
Parintins,"112,716",2016
Pauini,"19,488",2016
Presidente Figueiredo,"33,703",2016
Rio Preto da Eva,"31,274",2016
Santa Isabel do Rio Negro,"23,092",2016
Santo Antônio do Içá,"23,378",2016
São Gabriel da Cachoeira,"43,831",2016
São Paulo de Olivença,"37,300",2016
São Sebastião do Uatumã,"13,105",2016
Silves,"9,147",2016
Tabatinga,"62,346",2016
Tapauá,"18,039",2016
Tefé,"62,230",2016
Tonantins,"18,632",2016
Uarini,"13,276",2016
Urucará,"17,065",2016
Urucurituba,"21,650",2016
Amajari,"11,285",2016
Alto Alegre,"16,053",2016
Boa Vista,"326,419",2016
Bonfim,"11,843",2016
Cantá,"16,516",2016
Caracaraí,"20,537",2016
Caroebe,"9,331",2016
Iracema,"10,592",2016
Mucajaí,"16,618",2016
Normandia,"10,339",2016
Pacaraima,"12,144",2016
Rorainópolis,"27,756",2016
São João da Baliza,"7,629",2016
São Luiz,"7,503",2016
Uiramutã,"9,664",2016
Abaetetuba,"151,934",2016
Abel Figueiredo,"7,179",2016
Acará,"54,080",2016
Afuá,"37,778",2016
Água Azul do Norte,"26,497",2016
Alenquer,"54,960",2016
Almeirim,"33,282",2016
Altamira,"109,938",2016
Anajás,"28,012",2016
Ananindeua,"510,834",2016
Anapu,"26,271",2016
Augusto Corrêa,"44,227",2016
Aurora do Pará,"29,991",2016
Aveiro,"15,950",2016
Bagre,"29,065",2016
Baião,"44,956",2016
Bannach,"3,233",2016
Barcarena,"118,537",2016
Belém,"1,446,042",2016
Belterra,"17,145",2016
Benevides,"59,836",2016
Bom Jesus do Tocantins,"16,375",2016
Bonito,"15,563",2016
Bragança,"122,881",2016
Brasil Novo,"14,834",2016
Brejo Grande do Araguaia,"7,206",2016
Breu Branco,"62,737",2016
Breves,"99,080",2016
Bujaru,"28,016",2016
Cachoeira do Piriá,"32,139",2016
Cachoeira do Arari,"22,786",2016
Cametá,"132,515",2016
Canaã dos Carajás,"34,853",2016
Capanema,"66,759",2016
Capitão Poço,"52,768",2016
Castanhal,"192,571",2016
Chaves,"22,821",2016
Colares,"11,721",2016
Conceição do Araguaia,"46,485",2016
Concórdia do Pará,"31,884",2016
Cumaru do Norte,"12,765",2016
Curionópolis,"17,578",2016
Curralinho,"32,881",2016
Curuá,"13,783",2016
Curuçá,"38,391",2016
Dom Eliseu,"57,251",2016
Eldorado do Carajás,"32,780",2016
Faro,"7,168",2016
Floresta do Araguaia,"19,508",2016
Garrafão do Norte,"25,345",2016
Goianésia do Pará,"38,677",2016
Gurupá,"32,049",2016
Igarapé-Açu,"37,547",2016
Igarapé-Miri,"60,675",2016
Inhangapi,"11,224",2016
Ipixuna do Pará,"60,433",2016
Irituia,"31,664",2016
Itaituba,"98,485",2016
Itupiranga,"51,806",2016
Jacareacanga,41.487,2016
Jacundá,"56,781",2016
Juruti,"55,179",2016
Limoeiro do Ajuru,"27,760",2016
Mãe do Rio,"29,112",2016
Magalhães Barata,"8,298",2016
Marabá,"266,932",2016
Maracanã,"28,668",2016
Marapanim,"27,471",2016
Marituba,"125,435",2016
Medicilândia,"30,315",2016
Melgaço,"26,652",2016
Mocajuba,"29,846",2016
Moju,"78,629",2016
Mojuí dos Campos,"15,548",2016
Monte Alegre,"56,391",2016
Muaná,"38,616",2016
Nova Esperança do Piriá,"20,727",2016
Nova Ipixuna,"16,032",2016
Nova Timboteua,"14,791",2016
Novo Progresso,"25,102",2016
Novo Repartimento,"72,347",2016
Óbidos,"50,596",2016
Oeiras do Pará,"31,257",2016
Oriximiná,"70,071",2016
Ourém,"17,237",2016
Ourilândia do Norte,"31,359",2016
Pacajá,"45,596",2016
Palestina do Pará,"7,404",2016
Paragominas,"108,547",2016
Parauapebas,"196,259",2016
Pau D'Arco,"5,436",2016
Peixe-Boi,"7,867",2016
Piçarra,"12,653",2016
Placas,"29,336",2016
Ponta de Pedras,"29,700",2016
Portel,"59,322",2016
Porto de Moz,"39,246",2016
Prainha,"29,132",2016
Primavera,"10,510",2016
Quatipuru,"13,142",2016
Redenção,"81,647",2016
Rio Maria,"17,721",2016
Rondon do Pará,"50,460",2016
Rurópolis,"47,971",2016
Salinópolis,"39,328",2016
Salvaterra,"22,740",2016
Santa Bárbara do Pará,"20,077",2016
Santa Cruz do Arari,"9,635",2016
Santa Izabel do Pará,"67,686",2016
Santa Luzia do Pará,"19,348",2016
Santa Maria das Barreiras,"20,396",2016
Santa Maria do Pará,"24,059",2016
Santana do Araguaia,"68,934",2016
Santarém,"294,447",2016
Santarém Novo,"6,482",2016
Santo Antônio do Tauá,"30,129",2016
São Caetano de Odivelas,"17,492",2016
São Domingos do Araguaia,"24,659",2016
São Domingos do Capim,"30,987",2016
São Félix do Xingu,"120,580",2016
São Francisco do Pará,"15,418",2016
São Geraldo do Araguaia,"24,394",2016
São João da Ponta,"5,884",2016
São João de Pirabas,"22,207",2016
São João do Araguaia,"13,569",2016
São Miguel do Guamá,"56,667",2016
